Filename,Sample_ID,Species,Dev_stage,Sex,Age,Phenotype,Tissue,Tissue_complete,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Sample_Type,Batch,Seq_provider,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s319_I_POA_02_R1.gz,s319_I_POA_02,Calidris pugnax,Adult,Male,10,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22380252,7.8
s319_I_POA_02_R2.gz,s319_I_POA_02,Calidris pugnax,Adult,Male,10,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22380252,7.8
s319_I_RAP_03_R1.gz,s319_I_RAP_03,Calidris pugnax,Adult,Male,10,Independent,Rap,Raphe,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30612230,7.9
s319_I_RAP_03_R2.gz,s319_I_RAP_03,Calidris pugnax,Adult,Male,10,Independent,Rap,Raphe,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30612230,7.9
s319_I_TNA_03_R1.gz,s319_I_TNA_03,Calidris pugnax,Adult,Male,10,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25644881,7.6
s319_I_TNA_03_R2.gz,s319_I_TNA_03,Calidris pugnax,Adult,Male,10,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),25644881,7.6
s319_I_VTA_03_R1.gz,s319_I_VTA_03,Calidris pugnax,Adult,Male,10,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22535859,7.6
s319_I_VTA_03_R2.gz,s319_I_VTA_03,Calidris pugnax,Adult,Male,10,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/7/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,188.95,2.33,319,1.23,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),22535859,7.6
s329_S_ADR_02_R1.gz,s329_S_ADR_02,Calidris pugnax,Adult,Male,10,Satellite,Adr,Adrenal glands,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34058673,7.4
s329_S_ADR_02_R2.gz,s329_S_ADR_02,Calidris pugnax,Adult,Male,10,Satellite,Adr,Adrenal glands,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),34058673,7.4
s329_S_GON_01_R1.gz,s329_S_GON_01,Calidris pugnax,Adult,Male,10,Satellite,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29228722,NA
s329_S_GON_01_R2.gz,s329_S_GON_01,Calidris pugnax,Adult,Male,10,Satellite,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29228722,NA
s329_S_HYP_02_R1.gz,s329_S_HYP_02,Calidris pugnax,Adult,Male,10,Satellite,Hyp,Hypothalamus,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29553639,8.7
s329_S_HYP_02_R2.gz,s329_S_HYP_02,Calidris pugnax,Adult,Male,10,Satellite,Hyp,Hypothalamus,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29553639,8.7
s329_S_LS_02_R1.gz,s329_S_LS_02,Calidris pugnax,Adult,Male,10,Satellite,LS,Lateral septum,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31342060,7.5
s329_S_LS_02_R2.gz,s329_S_LS_02,Calidris pugnax,Adult,Male,10,Satellite,LS,Lateral septum,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31342060,7.5
s329_S_NC_02_R1.gz,s329_S_NC_02,Calidris pugnax,Adult,Male,10,Satellite,NC,Caudal nidopallium,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),21506418,8.4
s329_S_NC_02_R2.gz,s329_S_NC_02,Calidris pugnax,Adult,Male,10,Satellite,NC,Caudal nidopallium,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),21506418,8.4
s329_S_PIT_01_R1.gz,s329_S_PIT_01,Calidris pugnax,Adult,Male,10,Satellite,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29558470,NA
s329_S_PIT_01_R2.gz,s329_S_PIT_01,Calidris pugnax,Adult,Male,10,Satellite,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),29558470,NA
s329_S_POA_02_R1.gz,s329_S_POA_02,Calidris pugnax,Adult,Male,10,Satellite,POM,Medial preoptic area,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31846329,7.9
s329_S_POA_02_R2.gz,s329_S_POA_02,Calidris pugnax,Adult,Male,10,Satellite,POM,Medial preoptic area,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31846329,7.9
s329_S_RAP_03_R1.gz,s329_S_RAP_03,Calidris pugnax,Adult,Male,10,Satellite,Rap,Raphe,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31436952,7.9
s329_S_RAP_03_R2.gz,s329_S_RAP_03,Calidris pugnax,Adult,Male,10,Satellite,Rap,Raphe,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),31436952,7.9
s329_S_TNA_03_R1.gz,s329_S_TNA_03,Calidris pugnax,Adult,Male,10,Satellite,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35300799,7.9
s329_S_TNA_03_R2.gz,s329_S_TNA_03,Calidris pugnax,Adult,Male,10,Satellite,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),35300799,7.9
s329_S_VTA_03_R1.gz,s329_S_VTA_03,Calidris pugnax,Adult,Male,10,Satellite,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40506263,8.8
s329_S_VTA_03_R2.gz,s329_S_VTA_03,Calidris pugnax,Adult,Male,10,Satellite,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40506263,8.8
s370_I_ADR_02_R1.gz,s370_I_ADR_02,Calidris pugnax,Adult,Male,8,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32238047,8
s370_I_ADR_02_R2.gz,s370_I_ADR_02,Calidris pugnax,Adult,Male,8,Independent,Adr,Adrenal glands,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,1,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32238047,8
s370_I_GON_01_R1.gz,s370_I_GON_01,Calidris pugnax,Adult,Male,8,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),37125738,NA
s370_I_GON_01_R2.gz,s370_I_GON_01,Calidris pugnax,Adult,Male,8,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),37125738,NA
s370_I_HYP_02_R1.gz,s370_I_HYP_02,Calidris pugnax,Adult,Male,8,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36198135,7.8
s370_I_HYP_02_R2.gz,s370_I_HYP_02,Calidris pugnax,Adult,Male,8,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),36198135,7.8
s370_I_LS_02_R1.gz,s370_I_LS_02,Calidris pugnax,Adult,Male,8,Independent,LS,Lateral septum,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30980321,7.6
s370_I_LS_02_R2.gz,s370_I_LS_02,Calidris pugnax,Adult,Male,8,Independent,LS,Lateral septum,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),30980321,7.6
s370_I_NC_02_R1.gz,s370_I_NC_02,Calidris pugnax,Adult,Male,8,Independent,NC,Caudal nidopallium,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),17794098,NA
s370_I_NC_02_R2.gz,s370_I_NC_02,Calidris pugnax,Adult,Male,8,Independent,NC,Caudal nidopallium,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),17794098,NA
s370_I_PIT_01_R1.gz,s370_I_PIT_01,Calidris pugnax,Adult,Male,8,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32931690,9.8
s370_I_PIT_01_R2.gz,s370_I_PIT_01,Calidris pugnax,Adult,Male,8,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32931690,9.8
s370_I_POA_02_R1.gz,s370_I_POA_02,Calidris pugnax,Adult,Male,8,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),24882576,7.8
s370_I_POA_02_R2.gz,s370_I_POA_02,Calidris pugnax,Adult,Male,8,Independent,POM,Medial preoptic area,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),24882576,7.8
s370_I_RAP_03_R1.gz,s370_I_RAP_03,Calidris pugnax,Adult,Male,8,Independent,Rap,Raphe,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32721051,7.9
s370_I_RAP_03_R2.gz,s370_I_RAP_03,Calidris pugnax,Adult,Male,8,Independent,Rap,Raphe,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32721051,7.9
s370_I_TNA_03_R1.gz,s370_I_TNA_03,Calidris pugnax,Adult,Male,8,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33333587,7.7
s370_I_TNA_03_R2.gz,s370_I_TNA_03,Calidris pugnax,Adult,Male,8,Independent,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33333587,7.7
s370_I_VTA_03_R1.gz,s370_I_VTA_03,Calidris pugnax,Adult,Male,8,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26542237,NA
s370_I_VTA_03_R2.gz,s370_I_VTA_03,Calidris pugnax,Adult,Male,8,Independent,VTA+SN,Ventral tegmental area and substantia nigra,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Total RNA,4,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),26542237,NA
s372_I_GON_01_R1.gz,s372_I_GON_01,Calidris pugnax,Adult,Male,7,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),37236911,7.5
s372_I_GON_01_R2.gz,s372_I_GON_01,Calidris pugnax,Adult,Male,7,Independent,Gon,Male gonads (testes),Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),37236911,7.5
s372_I_HYP_02_R1.gz,s372_I_HYP_02,Calidris pugnax,Adult,Male,7,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40007827,7.5
s372_I_HYP_02_R2.gz,s372_I_HYP_02,Calidris pugnax,Adult,Male,7,Independent,Hyp,Hypothalamus,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40007827,7.5
s372_I_LS_02_R1.gz,s372_I_LS_02,Calidris pugnax,Adult,Male,7,Independent,LS,Lateral septum,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33769006,7
s372_I_LS_02_R2.gz,s372_I_LS_02,Calidris pugnax,Adult,Male,7,Independent,LS,Lateral septum,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,3,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33769006,7
s372_I_PIT_01_R1.gz,s372_I_PIT_01,Calidris pugnax,Adult,Male,7,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33811418,9.8
s372_I_PIT_01_R2.gz,s372_I_PIT_01,Calidris pugnax,Adult,Male,7,Independent,Pit,Pituitary gland,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Total RNA,2,DRESDEN-concept Genome Center (DcGC),Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),33811418,9.8
